player_id,name,height_clean,height_ft,height_in,total_inches
5839,Shanell Kitchens,"5'6""",5,6,66
5835,Brysa Maxwell,"5'9""",5,9,69
5837,Kierra Fulton,"5'4""",5,4,64
6252,Bryanna Taylor,"6'0""",6,0,72
5836,Alanna Smith,"5'6""",5,6,66
5843,Grace Watson,"6'0""",6,0,72
3621,Sparkle Leigh,"5'6""",5,6,66
3615,Jamya Miller,"5'5""",5,5,65
3629,Jayla Atkins,"5'8""",5,8,68
3628,Aina Maynou,"5'6""",5,6,66
3620,Kirsten Cross,"5'11""",5,11,71
3612,Daniela Quesada,"5'6""",5,6,66
3627,Anna Machytkova,"5'10""",5,10,70
3622,Emerson Wells,"5'8""",5,8,68
3611,Nerea Arambarri Fernandez,"5'7""",5,7,67
3623,Elena Pericic,"5'11""",5,11,71
3626,Anete Bluma,"6'0""",6,0,72
3619,Liliani Krause,"5'9""",5,9,69
3625,Barbara Trehub,"6'0""",6,0,72
9104,Corrin Gill,"5'2""",5,2,62
9102,Claire Courter,"5'8""",5,8,68
9105,Bianca Giordano,"5'4""",5,4,64
9108,Gwenn Sabato,"5'10""",5,10,70
9109,Izzy Vogel,"5'10""",5,10,70
9111,Shyla Sanford,"5'8""",5,8,68
9103,Katie Geisler,"6'0""",6,0,72
9110,Ryan Weise,"5'8""",5,8,68
9107,Jessica Polin,"5'8""",5,8,68
9106,Leah Pishock,"5'10""",5,10,70
9100,Carley Adams,"5'6""",5,6,66
9112,Cassidy Saylor,"5'10""",5,10,70
9113,Lily Sugra,"5'9""",5,9,69
9114,Adrine Demirciyan,"5'7""",5,7,67
9115,Caitlin Marten,"6'2""",6,2,74
5229,Skylar Patton,"5'5""",5,5,65
5225,Aspen Giese,"5'8""",5,8,68
5231,Chloe Williams,"5'10""",5,10,70
5227,Shayla Montague,"5'11""",5,11,71
5228,Kortney Nelson,"5'8""",5,8,68
5226,Cariann Kunkel,"5'10""",5,10,70
5230,Taryn Shelley,"6'3""",6,3,75
5232,Danielle Zahn,"5'5""",5,5,65
5236,Kaitlin Grossman,"5'11""",5,11,71
5224,Dyauni Boyce,"5'11""",5,11,71
5223,Natalie Andreas,"6'0""",6,0,72
5237,Madeline Heggem,"6'0""",6,0,72
5238,Bailee Sayler,"6'0""",6,0,72
17088,Ashley Shipley,"5'7""",5,7,67
17231,Edecia Beck,"5'11""",5,11,71
17087,Corin Camara,"5'11""",5,11,71
4691,Morgan Jenkins,"5'10""",5,10,70
4702,Karlee Mills,"5'3""",5,3,63
4699,Peyton Spaulding,"5'1""",5,1,61
4696,Briona Alcorn,"5'2""",5,2,62
4682,Julia Gooding,"6'0""",6,0,72
4692,Annabelle Williams,"5'8""",5,8,68
4698,Abby Cole,"5'5""",5,5,65
4697,Hailey Rozier,"5'9""",5,9,69
4685,Anyiah Murphy,"5'8""",5,8,68
4694,Gabby Needham,"5'2""",5,2,62
4679,Madison Baird,"5'5""",5,5,65
4681,Carlee Daulton,"5'9""",5,9,69
4693,Quinn Heizer,"5'10""",5,10,70
4700,Kylie Lay,"5'9""",5,9,69
4687,Shelby Turner,"5'8""",5,8,68
4683,Chloe Jansen,"5'7""",5,7,67
4680,Ella Breitfelder,"5'8""",5,8,68
4684,Kara King,"5'8""",5,8,68
4695,Madison Drummonds,"5'11""",5,11,71
4686,Ellie Oldendick,"5'9""",5,9,69
4701,Sienna Slaughter,"6'0""",6,0,72
4748,Emily Elliott,"6'0""",6,0,72
8115,Michaela James,"5'10""",5,10,70
8116,Jamara Levy,"5'4""",5,4,64
7936,Kaia Williams,"5'7""",5,7,67
8123,Alexis Purcell,"5'4""",5,4,64
8119,Abry Odom,"5'10""",5,10,70
8125,Kenidi White,"5'10""",5,10,70
7931,Chloe Rogers,"6'0""",6,0,72
7928,Jade Goynes,"5'10""",5,10,70
7925,Erin Berry,"5'9""",5,9,69
8114,Jayla Hall,"5'10""",5,10,70
7934,Bridget Upton,"5'7""",5,7,67
7935,Brooke Webster,"5'7""",5,7,67
8117,Hannah Matthews,"6'2""",6,2,74
7932,Lindsey Schale,"5'7""",5,7,67
8113,Tiffany Bickford,"5'10""",5,10,70
7927,Mollie Dittmar,"5'10""",5,10,70
8118,Sydney Maxwell,"6'0""",6,0,72
7742,Emma Klein,"5'9""",5,9,69
7753,Grace Vesperman,"5'7""",5,7,67
7780,Kate Gunderson,"5'8""",5,8,68
7745,Emma Raupp,"5'7""",5,7,67
7746,Kenzie Senffner,"5'4""",5,4,64
7748,Paige Banks,"5'10""",5,10,70
7737,Eden Bonser,"5'8""",5,8,68
7741,Sydney Ignoffo,"5'5""",5,5,65
7740,Vivian Guerrero,"6'1""",6,1,73
7744,Kallie Norby,"6'0""",6,0,72
7750,Samantha Brady,"5'9""",5,9,69
7738,Claudia Fieiras,"5'9""",5,9,69
7739,Molly Garrity,"5'7""",5,7,67
7752,Auto Thomas,"5'6""",5,6,66
7751,Anika Preusker,"5'8""",5,8,68
7749,Ava Berg,"5'7""",5,7,67
7743,Kayla Miotk,"6'0""",6,0,72
6226,Erin Yoshitake,"5'5""",5,5,65
6236,Payton Snoops,"5'3""",5,3,63
6221,Emma Reed,"5'6""",5,6,66
6222,Ella Roberts,"5'9""",5,9,69
6217,Jaela Eggers,"5'11""",5,11,71
6219,Jenna Lacey,"5'10""",5,10,70
6234,Mia Skoro,"5'9""",5,9,69
6239,Kylie Ritter,"5'8""",5,8,68
6235,Madeline Schumacher,"5'8""",5,8,68
6240,Marissa Bartels,"5'2""",5,2,62
6218,Claire Hinds,"6'1""",6,1,73
6237,Katie Brown,"5'11""",5,11,71
6225,Alyssa Wells,"5'10""",5,10,70
6216,Alexa Borter,"6'0""",6,0,72
6224,Emily Stephens,"6'0""",6,0,72
6238,Beth Parangan,"5'4""",5,4,64
6223,Jordan Ryan,"6'0""",6,0,72
4167,Zoe Zeitlin,"5'6""",5,6,66
4168,Ashlie Louden,"5'7""",5,7,67
4169,Aurielle Brunner,"5'9""",5,9,69
4170,Zelimar Rodriguez,"5'7""",5,7,67
4172,Aubree Tack,"5'3""",5,3,63
4173,Emily Durkee,"5'6""",5,6,66
4174,Ella McDermott,"5'9""",5,9,69
4181,Emma Getz,"5'7""",5,7,67
4177,Kassie O'Hern,"5'4""",5,4,64
4178,Alyssa Laukus,"5'11""",5,11,71
4179,Katie Schaible,"5'8""",5,8,68
4180,Samantha Hardy,"6'0""",6,0,72
4183,Keegan McConahy,"5'10""",5,10,70
4185,Hannah Chenault,"5'9""",5,9,69
4186,Kayla Johnson,"5'8""",5,8,68
4723,Grace Bezold,"5'10""",5,10,70
4724,Bri Wibbels,"5'7""",5,7,67
4725,Reese Sexton,"5'6""",5,6,66
4726,London Brooks,"5'6""",5,6,66
4727,Kylah Lawson,"5'11""",5,11,71
4729,Taylor Heath,"5'4""",5,4,64
4730,Kaitlyn Lorenzi,"5'8""",5,8,68
4731,Skylar Sahatjian,"5'5""",5,5,65
4732,Addie Gardner,"5'10""",5,10,70
4733,Alexis Wines,"5'6""",5,6,66
4757,Ava Hilgenhold,"5'6""",5,6,66
4734,Callie Wilder,"5'10""",5,10,70
4735,Anna Bauer,"5'10""",5,10,70
4736,Maddi Sears,"5'7""",5,7,67
4737,Jaeda Miller,"5'5""",5,5,65
4738,Lily Ernstes,"5'9""",5,9,69
4739,Kady Clancy,"5'7""",5,7,67
4740,Katherine Benter,"5'9""",5,9,69
4741,Kiera Guckenberger,"5'7""",5,7,67
4742,Mykayla Moran,"6'2""",6,2,74
4743,Kaylea Klinglesmith,"5'11""",5,11,71
4745,Jessica Djessa,"5'3""",5,3,63
6282,Bella Cates,"5'5""",5,5,65
6283,Chloe Grimm,"5'6""",5,6,66
6284,Zoe Bahjat,"5'6""",5,6,66
6285,Simone Shields,"5'7""",5,7,67
6275,Alicia McCloria,"5'4""",5,4,64
6277,Maddie Pardeck,"6'2""",6,2,74
6286,Shelby Heil,"5'11""",5,11,71
6287,Megan Gray,"5'6""",5,6,66
6288,Rayne Thone,"5'6""",5,6,66
6269,Kennedi Burns,"5'9""",5,9,69
6271,Blysse Harmon,"5'9""",5,9,69
6276,Belle Neilson,"5'11""",5,11,71
6278,Madi Pierce,"5'9""",5,9,69
6290,Carter Crane,"6'3""",6,3,75
6291,Olivia Kestner,"6'2""",6,2,74
5744,Lindsay Zientek,"5'9""",5,9,69
5752,Vivian Nease,"5'10""",5,10,70
5738,Kaylee Murphy,"6'0""",6,0,72
5745,Ariel Anderson,"5'11""",5,11,71
5731,Surina Beal,"5'8""",5,8,68
5734,Amanda Inserra,"5'10""",5,10,70
5746,Talysha Wilkerson,"5'7""",5,7,67
5739,Tess Oakley-Stilson,"5'6""",5,6,66
5748,Jazi Forbes,"5'9""",5,9,69
5742,Aubrey Wagner,"5'9""",5,9,69
5743,Megan Wegis,"6'0""",6,0,72
5735,Ashley Kowack,"5'10""",5,10,70
5732,Makenna Chasmar,"5'6""",5,6,66
5733,Lilli Hammons,"6'0""",6,0,72
5749,Jenna Gorton,"6'4""",6,4,76
5740,Anna Schultz,"5'11""",5,11,71
5747,Faith Fletcher,"5'11""",5,11,71
9582,Kerstin Sauerbrei,"5'9""",5,9,69
9594,Amari Banks,"5'6""",5,6,66
9579,Brianna Jones,"5'9""",5,9,69
9577,Kacey Gardner,"5'6""",5,6,66
9575,Lauren Downs,"5'6""",5,6,66
9581,Nicole Sachman,"5'9""",5,9,69
9595,Grace Shukis,"6'0""",6,0,72
9596,A.T. Bartlett,"5'7""",5,7,67
9584,Alexa Yost,"5'7""",5,7,67
9598,Gabbi Glatczak,"5'9""",5,9,69
9599,Paige Olsen,"5'5""",5,5,65
9578,Sarah Hansen,"5'4""",5,4,64
9572,Jenna Caterino,"5'7""",5,7,67
9600,Alexis Johnson,"5'5""",5,5,65
9601,Lauryn Johnson,"5'8""",5,8,68
9583,Sydney Walker,"5'4""",5,4,64
9602,Bree Arsenault,"5'6""",5,6,66
9603,Brooke Wayer,"5'10""",5,10,70
9604,Mackenzie Miller,"6'0""",6,0,72
9571,Katie Bleck,"5'4""",5,4,64
9573,Sadie Conway,"5'11""",5,11,71
9576,Ellie Felsinger,"5'11""",5,11,71
6355,Aly Ray,"5'8""",5,8,68
6337,Erin Burns,"5'6""",5,6,66
6343,Laney Murphy,"5'8""",5,8,68
6350,Samaree Perkins,"5'9""",5,9,69
6348,Skylar Blatnik,"5'10""",5,10,70
6351,Sydney Bourquin,"5'9""",5,9,69
6335,Demi Brewer,"5'4""",5,4,64
6344,Kenzie Weiland,"6'0""",6,0,72
6345,Maddi Weiland,"6'0""",6,0,72
6336,Katie Burke,"5'6""",5,6,66
6354,Bri O'Connor,"5'8""",5,8,68
6338,Kaylee Cyphers,"6'1""",6,1,73
6342,Gabby Ledbetter,"6'3""",6,3,75
6349,Jenna Horsley,"5'6""",5,6,66
6353,Rani Thigpen,"5'7""",5,7,67
6339,Maddie Dougoud,"6'1""",6,1,73
6340,Nicole Flock,"5'6""",5,6,66
16829,Logan Roberts,"5'9""",5,9,69
16830,Jordan Roberts,"5'8""",5,8,68
16831,Miki Vermeulen,"5'10""",5,10,70
16832,Eve Burke,"5'7""",5,7,67
16833,Ella Koebelin,"5'4""",5,4,64
16834,Rowan Cusack,"5'2""",5,2,62
16835,Paige LaFountain,"5'6""",5,6,66
16836,Riley Cusack,"5'2""",5,2,62
16837,Laurel Quinn,"5'8""",5,8,68
16838,Anna Dazey,"5'6""",5,6,66
16839,Alexis Heald,"5'9""",5,9,69
16840,Jordan Worthington,"6'0""",6,0,72
16841,Kaylee Schow,"5'7""",5,7,67
16842,Peyton Bergevin,"5'11""",5,11,71
16843,Elyse Waldal,"5'10""",5,10,70
16844,Janessa Yniguez,"5'3""",5,3,63
16845,Gillyan Landis,"6'2""",6,2,74
2177,Amelia Solt,"5'3""",5,3,63
2172,Bella Thomas,"5'8""",5,8,68
2237,Jasmine Choi,"5'10""",5,10,70
2174,Aiana Whitfield,"5'5""",5,5,65
2173,Selma Vangstein,"5'7""",5,7,67
2167,Margie Clauss,"5'10""",5,10,70
2175,Liz Hiatt,"5'9""",5,9,69
2176,Jasmine Maldonado,"5'3""",5,3,63
2170,Emma Henry,"5'10""",5,10,70
2169,Bailey Harmon,"5'8""",5,8,68
2168,Aurora Davis,"5'10""",5,10,70
2637,Gia Scala,"5'1""",5,1,61
2635,Melina Maietta,"5'8""",5,8,68
2632,Katrina Semkiw,"5'5""",5,5,65
2628,Laura Vittone,"5'7""",5,7,67
2627,Kayla Hoehler,"5'9""",5,9,69
2639,LeeAnn Harris,"6'0""",6,0,72
2631,Tiana Moracco,"5'10""",5,10,70
2640,Lizzie Penrose,"5'5""",5,5,65
2630,Anna Durbin,"5'6""",5,6,66
2636,Sidney McCully,"5'8""",5,8,68
2638,Ashley Barker,"5'6""",5,6,66
2629,Madison Scalese,"5'7""",5,7,67
14526,Chloe Halverson,"5'8""",5,8,68
14536,Anna Nielsen,"5'10""",5,10,70
14524,Katie Evans,"5'8""",5,8,68
14523,Kate Christian,"5'8""",5,8,68
14525,Brooke Foster,"5'8""",5,8,68
14534,Allison Thompson,"6'4""",6,4,76
14530,Jess Prater,"5'9""",5,9,69
14533,Lauren Soyke,"5'10""",5,10,70
14532,Katie Rohner,"5'7""",5,7,67
14537,Ryann Wendt,"5'11""",5,11,71
14528,Natalie Palzkill,"5'9""",5,9,69
14531,Olivia Rangel,"5'9""",5,9,69
14527,Megan Madsen,"5'9""",5,9,69
14535,Emilie Wizner,"5'8""",5,8,68
14538,Natalie Gricius,"5'10""",5,10,70
14529,Lauren Pollock,"6'3""",6,3,75
7483,Makayla Ward,"5'6""",5,6,66
7486,Caitlin Harris,"5'5""",5,5,65
7472,Lauren Baker,"5'3""",5,3,63
7479,Kamryn Martinez,"5'10""",5,10,70
7481,Arieona Rosborough,"5'8""",5,8,68
7487,Catalina Cortez,"5'2""",5,2,62
7473,Cheyanne Bonilla,"5'5""",5,5,65
7488,Brooke Srncik,"5'5""",5,5,65
7489,Payton Hicks,"5'4""",5,4,64
7490,Ashley Price,"5'10""",5,10,70
7491,Alli Stilp,"5'7""",5,7,67
7492,Macee Steigleder,"5'7""",5,7,67
7493,Kirsten Zaruba,"5'7""",5,7,67
7494,Kenna Gibson,"5'7""",5,7,67
7495,Jaycie Brisco,"5'8""",5,8,68
7496,Rece Prater Merrill,"6'0""",6,0,72
7478,Catherine Kaiser,"6'3""",6,3,75
7475,Ashley Faux,"6'0""",6,0,72
7497,Addy Self,"5'11""",5,11,71
7476,Aja Holmes,"6'0""",6,0,72
7498,Katelen Brooks,"5'10""",5,10,70
7482,Gigi Waddell,"5'4""",5,4,64
7499,Josie Bruder,"6'1""",6,1,73
7500,Cortni Harris,"5'5""",5,5,65
7501,Kylie Wolsey,"6'1""",6,1,73
7502,Lizette Landry,"6'0""",6,0,72
7503,Abby Lebherz,"6'2""",6,2,74
7471,Weade Adeleke,"5'10""",5,10,70
8286,Brielle Fitzpatrick,"5'4""",5,4,64
8295,Ella Gordon,"5'6""",5,6,66
8297,Nicole Villalta-Barrantes,"5'2""",5,2,62
8294,Emma Brown,"5'8""",5,8,68
8288,Miranda Liebtag,"5'9""",5,9,69
8289,Abby Paolini,"5'2""",5,2,62
8296,Emma Pyne,"5'6""",5,6,66
8293,Kai Williams,"5'8""",5,8,68
8291,Katie Rodriguez,"5'10""",5,10,70
8430,Allison Clarke,"5'9""",5,9,69
8292,Giana Rullo,"6'0""",6,0,72
7815,Elena Welker,"5'8""",5,8,68
7816,Ava Guilford,"5'3""",5,3,63
7818,Erin Young,"5'11""",5,11,71
7817,DeBraya Edwards,"5'9""",5,9,69
7811,Becca Ross,"5'8""",5,8,68
7810,Lolo Reed,"5'5""",5,5,65
7802,Cierra Cole,"5'3""",5,3,63
7804,Olivia Dameron,"5'10""",5,10,70
7809,Romee Natschke,"5'10""",5,10,70
7806,Audrey DeWaters,"5'11""",5,11,71
7807,Anja Kelley,"5'6""",5,6,66
7814,Nicole Sweetland,"5'7""",5,7,67
7805,Riley Davis,"6'0""",6,0,72
7808,Angelina Mendieta,"5'6""",5,6,66
7803,Emma Cooke,"6'1""",6,1,73
7801,Daniah Beavers,"6'3""",6,3,75
9197,Elizabeth Lubold,"5'9""",5,9,69
9194,Jasmyn Fisher,"5'4""",5,4,64
9184,Branygan Bianchin,"5'6""",5,6,66
9186,Sofia Genareo,"5'10""",5,10,70
9187,Emily Lauer,"5'7""",5,7,67
9191,Kelsi Zik,"5'9""",5,9,69
9196,Kate Leach,"6'1""",6,1,73
9195,Jess Bickart,"5'8""",5,8,68
9193,Sarah Santicola,"6'2""",6,2,74
9190,Sydney Watko,"5'8""",5,8,68
9192,Bella Wier,"5'8""",5,8,68
9185,Alexis Caldwell,"5'8""",5,8,68
9188,Jenna Lutz,"6'0""",6,0,72
9189,Sarah Price,"6'2""",6,2,74
5287,D'Ani Morales,"6'2""",6,2,74
5282,Carmen Escano,"5'8""",5,8,68
5288,Cameron Fulcher,"6'1""",6,1,73
5289,Elainy Pichardo,"5'2""",5,2,62
5285,Brynn Smith,"5'6""",5,6,66
5290,Jasmine Sampong,"5'7""",5,7,67
5286,Brianna Worthy,"5'7""",5,7,67
5291,Brie Opdyke,"5'8""",5,8,68
5284,Camryn Rothery,"5'6""",5,6,66
5281,Kaylie Elsbree,"5'8""",5,8,68
5292,Nora Dornich,"5'7""",5,7,67
5293,Kayla Sampong,"5'6""",5,6,66
5294,Tanya Elsbree,"5'4""",5,4,64
5295,Sofia Mendez,"6'1""",6,1,73
5283,McKayla Mooney,"5'8""",5,8,68
5296,Viviana Mendez,"6'0""",6,0,72
14818,Olivia Pagliuso,"5'2""",5,2,62
14822,Lindsay Holden,"5'2""",5,2,62
14812,Aubrie Breisblatt,"5'7""",5,7,67
14820,Mia Blume,"5'6""",5,6,66
14813,Keeley Ciszkowski,"5'9""",5,9,69
14814,Emily DuPont,"5'9""",5,9,69
14817,Lauren Klieber,"5'9""",5,9,69
14816,Chelsea Keebler,"5'7""",5,7,67
14821,Jordan Cella,"5'6""",5,6,66
14815,Terea Hunt,"5'9""",5,9,69
14819,Jacqueline Wardrop,"5'5""",5,5,65
14811,Hannah Asaka,"5'7""",5,7,67
3726,Donna Jackson,"5'7""",5,7,67
3729,Kayla Mitchell,"5'5""",5,5,65
3723,Jasmine Bombardelli,"5'9""",5,9,69
3731,Miranda Wagner,"5'7""",5,7,67
3733,Rhonda Cole,"5'8""",5,8,68
3732,Bailey Wynn,"5'7""",5,7,67
3724,Alex Espinoza,"5'3""",5,3,63
3727,Ashley Lopez,"5'2""",5,2,62
3730,Kodie Rempp,"5'6""",5,6,66
3725,Hayley Humphrey,"5'11""",5,11,71
3734,Leigha Sluder,"5'10""",5,10,70
3722,Triniti Anderson,"5'11""",5,11,71
3728,Gabryella Maradiaga,"5'11""",5,11,71
3843,Payton Cline,"5'0""",5,0,60
3838,Dreyonna Graham,"5'6""",5,6,66
3834,Kailee Sobrino,"5'5""",5,5,65
3837,Abi Whitmore,"5'7""",5,7,67
3839,Tatiana Ipri,"5'8""",5,8,68
3840,Kyla Reciniello,"5'10""",5,10,70
3836,Markie Watson,"5'6""",5,6,66
3832,Taylor Hinson,"6'1""",6,1,73
3835,Tamia Warner,"5'10""",5,10,70
3841,Kaitlyn Barry,"5'9""",5,9,69
12564,Makenzie Carroll,"5'5""",5,5,65
12153,Jessie Carlquist,"5'5""",5,5,65
12155,Chloe Drozdz,"5'4""",5,4,64
12154,Jordan Carlquist,"5'7""",5,7,67
12162,Sam Webb,"6'1""",6,1,73
12156,Marissa Hanley,"5'8""",5,8,68
12157,Madelyn Koehler,"5'7""",5,7,67
12159,Brilan McCory,"5'10""",5,10,70
12568,Kailyn Knudson,"5'8""",5,8,68
12160,Charsan McCory,"6'1""",6,1,73
12569,Maggie Manthey,"5'10""",5,10,70
12567,Sierra Skack,"5'6""",5,6,66
12565,Eleanor Blakely,"5'4""",5,4,64
12158,Brianna Lake,"5'7""",5,7,67
12161,Sara Smith,"5'8""",5,8,68
12163,Halle Williams,"5'11""",5,11,71
12566,Megan Duzansky,"5'10""",5,10,70
12570,Claire Levendoski,"5'10""",5,10,70
12571,Jaylynn Vana,"5'10""",5,10,70
7076,Piper Hensley,"5'4""",5,4,64
7085,Abigail Taylor,"5'8""",5,8,68
7086,Makya Grinter,"5'6""",5,6,66
7080,Bailey Rucker,"5'8""",5,8,68
7088,Jade Pevley,"5'9""",5,9,69
7089,Leah DeLeon,"5'6""",5,6,66
7084,Emma Rose Vincent,"5'11""",5,11,71
7074,Natalie Duggins,"5'10""",5,10,70
7075,Taylor Garrett,"5'10""",5,10,70
7082,Anna Thomas,"5'6""",5,6,66
7083,Madison Tremblay,"5'6""",5,6,66
7081,Katelyn Stiltner,"5'9""",5,9,69
7077,Payton Herold,"5'5""",5,5,65
18174,McKenna Snively,"5'9""",5,9,69
18183,Lauren Fortescue,"5'7""",5,7,67
18170,Hailey Kellogg,"5'7""",5,7,67
17649,Gabbi San Diego,"5'1""",5,1,61
18181,Taylor Rawls,"5'6""",5,6,66
17645,Camille Malagar,"5'6""",5,6,66
17641,Sondra Fan,"5'7""",5,7,67
18173,Nicole Timko,"5'10""",5,10,70
17647,Hannah Orloff,"6'3""",6,3,75
18182,Faith Henderson,"5'11""",5,11,71
17643,Hannah Kaloi,"6'1""",6,1,73
17642,Alivia Giles,"6'1""",6,1,73
17644,Alexia Lindsey,"5'9""",5,9,69
17648,Katy Rader,"6'0""",6,0,72
17650,Anaya Simmons,"5'10""",5,10,70
18171,Makenna Zimmerman,"6'2""",6,2,74
18175,Ashley Steadman,"6'1""",6,1,73
4220,Cierra Zapata,"5'3""",5,3,63
4218,Kayley Diaz,"5'6""",5,6,66
4219,Camryn Medina,"5'6""",5,6,66
4228,Ileana Morales,"5'2""",5,2,62
4226,Victoria Aguayo,"5'7""",5,7,67
4216,Brianna Martin,"5'6""",5,6,66
4215,Lauren Lusk,"5'4""",5,4,64
4224,Melody Martinez,"5'8""",5,8,68
4214,Vania Hampton,"5'9""",5,9,69
4225,Jema Padilla,"5'9""",5,9,69
4223,Emily Bunger,"5'9""",5,9,69
4227,Taryn Aguilar,"5'9""",5,9,69
4213,Alexis Carmosino,"5'11""",5,11,71
4217,Jocelyne Roque,"5'10""",5,10,70
4221,Marley Rokas,"5'11""",5,11,71
4222,Courtney Cavallin,"5'11""",5,11,71
13940,Stephanie Jean-Baptiste,"5'8""",5,8,68
13933,Juan Brown,"5'11""",5,11,71
13945,Makaylah Frazier,"5'8""",5,8,68
13934,Anna Felice,"5'6""",5,6,66
13936,Hali Lucia,"5'6""",5,6,66
13941,Tatum Smyth,"5'7""",5,7,67
13932,Shannon Blankenship,"5'6""",5,6,66
13942,Madison Misser,"5'4""",5,4,64
13943,Mackenzie Higby,"5'10""",5,10,70
13937,Zoe Zutes,"5'10""",5,10,70
13944,Kennedy Cone,"6'1""",6,1,73
13935,Anna Lee,"5'7""",5,7,67
13938,Zairea Hannah,"6'1""",6,1,73
13939,Brianna Cordell,"6'2""",6,2,74
5295,Sydney McLean,"5'2""",5,2,62
5285,Dawson Driggs,"5'8""",5,8,68
5297,Cheyenne Rodgers,"5'5""",5,5,65
5290,Taylor Smith,"5'7""",5,7,67
5283,Ava Dennis,"5'10""",5,10,70
5293,Abby Bova,"5'9""",5,9,69
5288,Olivia Mayer,"6'0""",6,0,72
5282,Devyn Cope,"5'11""",5,11,71
5289,Quincy McDeid,"5'10""",5,10,70
5296,Jordan Peterson,"5'10""",5,10,70
5287,Tara Kaneshiro,"5'6""",5,6,66
5294,Avery Bowman,"5'10""",5,10,70
5284,Kimberly Dewey,"5'7""",5,7,67
5292,Alyssa Fitzgerald,"5'9""",5,9,69
5286,Madison Hagen,"5'8""",5,8,68
12331,Tori Wesolowski,"5'11""",5,11,71
11923,Clara-Paige Miller,"5'8""",5,8,68
11913,Avery Robinson,"5'8""",5,8,68
11924,Madison Platt,"5'4""",5,4,64
11916,Marley Wolf,"5'5""",5,5,65
11914,Destiny Robison,"5'4""",5,4,64
11925,Emma Seto,"5'9""",5,9,69
11911,Raylee Furlong,"5'2""",5,2,62
11918,Alli Bailey,"5'8""",5,8,68
11917,Liv Ammons,"5'9""",5,9,69
11909,Anika Dansby,"5'4""",5,4,64
11920,Aubrey Burns,"5'4""",5,4,64
11919,Emily Bennett,"5'6""",5,6,66
11926,Kaytlyn Walls,"5'9""",5,9,69
13083,Margueret Spear,"5'7""",5,7,67
13080,Lauren Knight,"5'8""",5,8,68
13075,Jayden Davis,"5'6""",5,6,66
13089,Malia Green,"5'7""",5,7,67
13090,Mary Titzer,"5'9""",5,9,69
13077,Daelah Edwards,"5'6""",5,6,66
13078,Ayanna Ester,"5'6""",5,6,66
13074,Bridget Barrett,"5'9""",5,9,69
13086,Grace Wamser,"5'8""",5,8,68
13085,Emma Thistle,"5'4""",5,4,64
13092,Saige Radke,"5'7""",5,7,67
13076,Addison Ebeling,"5'10""",5,10,70
13091,Jessie Pakaski,"5'10""",5,10,70
13079,Elena Knebel,"5'11""",5,11,71
13087,Maeve Wojcik,"5'10""",5,10,70
13081,Marianna Morrissey,"5'8""",5,8,68
13093,Alyssa Orozco,"5'10""",5,10,70
9783,Emily Adams,"5'10""",5,10,70
9784,Maggie McKearin,"5'5""",5,5,65
9773,Delaney Whitehead,"5'9""",5,9,69
9770,Elise Magro,"5'6""",5,6,66
9785,Luna Perry-St. Peter,"5'9""",5,9,69
9786,Kathryn Moore,"5'10""",5,10,70
9772,Kelly Vuz,"5'7""",5,7,67
9787,Felicia Poirier,"5'10""",5,10,70
9771,Gwyn Tatton,"5'8""",5,8,68
9769,Liz Bailey,"6'1""",6,1,73
7943,Cassidy Dumont,"5'5""",5,5,65
7941,Mariah Benavides,"5'1""",5,1,61
7950,Lauryn Withrow,"5'9""",5,9,69
7952,Raelin Burns,"5'9""",5,9,69
7953,Lexi Huiatt,"5'7""",5,7,67
7954,Laney Tiernan,"5'9""",5,9,69
7945,Ruthie Nolan,"5'9""",5,9,69
7946,Elaina Porter,"5'9""",5,9,69
7951,Bella Doyle,"5'10""",5,10,70
7948,Grace Towler,"5'5""",5,5,65
7947,Veronica Tache,"5'4""",5,4,64
7955,Isabelle Vaccaro,"5'5""",5,5,65
7944,Kailey Johnson,"5'5""",5,5,65
2687,Haivynn Kovach,"5'6""",5,6,66
2690,Morgan Ritchie,"5'4""",5,4,64
2689,Jordan McGhee,"5'6""",5,6,66
2685,Ashley Wilson,"5'7""",5,7,67
2686,Kaylen Ledford,"5'7""",5,7,67
2691,Rachel Bilger,"5'9""",5,9,69
2701,Bella Bozen,"5'6""",5,6,66
7286,Alyse Southard,"5'7""",5,7,67
7280,Maya Lindgren,"5'8""",5,8,68
7284,Macey Rogers,"5'9""",5,9,69
7761,Caydee Kirkham,"5'7""",5,7,67
7278,Molly Buck,"5'8""",5,8,68
7287,Makayla Walleser,"5'8""",5,8,68
7763,Katie Smith,"5'9""",5,9,69
7757,Sam Cooley,"5'6""",5,6,66
7762,Kelly Knight,"5'5""",5,5,65
7759,Kennedy Gordon,"5'10""",5,10,70
7281,Theo Mba,"6'0""",6,0,72
7756,Molly Chmelicek,"5'10""",5,10,70
7289,Ellie Wisner,"5'11""",5,11,71
7755,Alina Anderson,"6'0""",6,0,72
7288,Katie Wilhelmi,"5'11""",5,11,71
7279,Meagan Harvey,"5'9""",5,9,69
7285,Emily Sly,"6'1""",6,1,73
7282,Kaalyn Petersen,"6'0""",6,0,72
7760,Brynn Haas,"6'1""",6,1,73
7758,Erin Danner,"5'11""",5,11,71
6401,Sophie Webb,"5'6""",5,6,66
6395,Natalia Gonyea,"5'9""",5,9,69
6394,Jana Berry,"5'7""",5,7,67
6402,Lauren Cho,"5'8""",5,8,68
